t,x,y,z
0.0,1.0,1.0,1.0
0.004000400040004,1.0020510662405915,1.1038897418435387,0.9935781718012344
0.008000800080008,1.0080953131632846,1.2078272739265246,0.98765694940065
0.012001200120012,1.0179861104917283,1.31223352698631,0.9822550633118458
0.016001600160016,1.0315992506251634,1.4175125334149983,0.9773968908093489
0.020002000200020003,1.048830970181564,1.5240544965431133,0.9731123500323248
0.024002400240024,1.0695959270999362,1.6322388706969866,0.9694369278030154
0.028002800280028002,1.093827355010026,1.7424344228295854,0.9664117190782356
0.032003200320032,1.1214757272355065,1.8550014731629774,0.9640836052861024
0.036003600360036005,1.1525067765376047,1.9702951633078445,0.9625056018394974
0.040004000400040006,1.186901465566678,2.088665782607208,0.9617370700358302
0.04400440044004401,1.224655831242935,2.210459317463862,0.9618440244114144
0.048004800480048,1.2657791318487557,2.3360208410924495,0.9628999296817924
0.052005200520052,1.3102934799893127,2.465695338533942,0.9649860132663965
0.056005600560056004,1.358234130071076,2.5998276570146683,0.9681917707722673
0.060006000600060005,1.4096486164291682,2.7387643219379165,0.9726158555908112
0.064006400640064,1.464595852570038,2.882855607840047,0.978367080233685
0.06800680068006801,1.5231461899733196,3.0324557066034616,0.9855648802978333
0.07200720072007201,1.5853816436384152,3.1879226854506535,0.9943401357202274
0.07600760076007601,1.6513950410106237,3.3496205962740224,1.004836876975486
0.08000800080008001,1.7212897227798476,3.5179204779292714,1.0172132724288467
0.08400840084008401,1.7951796918174305,3.6932003638780295,1.031642529129257
0.08800880088008801,1.873189738151891,3.875845178332329,1.0483139815288955
0.09200920092009202,1.9554548997804897,4.0662484083298045,1.0674358472149263
0.096009600960096,2.0421203740304077,4.264812605958998,1.0892363085762944
0.1000100010001,2.1333416504316443,4.471949181828332,1.1139648749189104
0.104010401040104,2.229284595308325,4.688078032255809,1.141893921421463
0.10801080108010801,2.3301251429141683,4.913628294916738,1.1733225611680465
0.11201120112011201,2.4360492738867676,5.149038524546156,1.2085782830155072
0.11601160116011601,2.5472530602452514,5.394756173636889,1.2480185181273782
0.12001200120012001,2.6639426842053457,5.651236584641215,1.2920331167362062
0.12401240124012401,2.7863341673058892,5.918942400348851,1.3410490503424393
0.128012801280128,2.9146533242093087,6.198343014896039,1.3955334179002636
0.132013201320132,3.0491356999382973,6.489913753688968,1.4559948967224565
0.13601360136013602,3.190026355709671,6.794133529363825,1.5229875815090572
0.14001400140014,3.337579444595853,7.111482551023678,1.597116116235903
0.14401440144014402,3.4920579180926627,7.442439875806946,1.6790408181318004
0.148014801480148,3.653733367094711,7.787482306176499,1.7694789360863459
0.15201520152015202,3.8228853083680496,8.147079701939292,1.8692097652788773
0.156015601560156,3.9998003913006652,8.521690478300211,1.9790800147573102
0.16001600160016002,4.184771410330439,8.911755282658255,2.10001111711107
0.164016401640164,4.378097027512562,9.31769543152519,2.2330004186543153
0.16801680168016803,4.580080209368372,9.739904557386698,2.379126941175651
0.172017201720172,4.791026757620164,10.178740943762474,2.539556720964324
0.17601760176017603,5.011242912529761,10.634514636936919,2.7155511219388995
0.18001800180018002,5.241034845013106,11.1074849055118,2.9084680183438643
0.18401840184018403,5.4807057607152645,11.597846545727178,3.1197667731482586
0.18801880188018802,5.730553239903241,12.105717261893957,3.3510127573314024
0.192019201920192,5.990864520911415,12.63111554915951,3.6038832516572055
0.19601960196019602,6.261915490284361,13.173956167731568,3.88016821215656
0.2000200020002,6.543965775406643,13.734029138327205,4.181771713860647
0.20402040204020402,6.837253829095776,14.310978691957512,4.510712932152417
0.208020802080208,7.141989394009887,14.904272305167098,4.869123593003822
0.21202120212021203,7.458351417699869,15.513192530364787,5.259246459451233
0.21602160216021601,7.786479904868839,16.136805535251824,5.683428293638669
0.22002200220022003,8.126467072779375,16.773928489170814,6.1441084847918095
0.22402240224022402,8.478348326691965,17.423097891740866,6.643803883040864
0.22802280228022803,8.842096869837981,18.08255187666158,7.185097548505768
0.23202320232023202,9.217611244338253,18.750188742565182,7.770613801790346
0.23602360236023603,9.604701671131634,19.423528423601933,8.402978641141338
0.24002400240024002,10.00308270203223,20.099692572118357,9.084797190610239
0.24402440244024404,10.41235953809188,20.77536835725296,9.81861084245261
0.24802480248024802,10.832011721810371,21.446774975357418,10.606832693395384
0.252025202520252,11.261382031529166,22.109645575207814,11.451696627028863
0.256025602560256,11.699663281705634,22.759205785924703,12.355198572954649
0.26002600260026004,12.14588059024772,23.39015930310736,13.319001102934164
0.264026402640264,12.598879542622749,23.996693426905612,14.344350812371605
0.268026802680268,13.05731448877661,24.572481887715714,15.432003497229125
0.27202720272027203,13.519632919002728,25.110711361382062,16.58210290652602
0.27602760276027605,13.984067828969305,25.604140239030702,17.794072026422445
0.28002800280028,14.448630777070516,26.045139975267865,19.066534326321175
0.284028402840284,14.91110450155864,26.425796045454405,20.397179869312616
0.28802880288028804,15.369046095437062,26.73802137994743,21.782679517263453
0.29202920292029205,15.819788321222921,26.97367919738091,23.21859585196394
0.296029602960296,16.260453116926275,27.124765698912867,24.699309838911443
0.3000300030003,16.68796482966928,27.183572159475556,26.21797586882086
0.30403040304030404,17.09907758087679,27.1429173073846,27.766504955615805
0.30803080308030806,17.490403394022675,26.996347221200974,29.335582602282354
0.312031203120312,17.858453566033,26.73838569010033,30.914734248251357
0.31603160316031603,18.19968353397863,26.364753876492497,32.49242969840079
0.32003200320032005,18.510548354798384,25.872603193146272,34.056247581257765
0.324032403240324,18.78756068734743,25.260708780464658,35.59307467020575
0.328032803280328,19.027358363691132,24.529644054035735,37.08937109472814
0.33203320332033204,19.226769430277972,23.68189836803475,38.531452120551194
0.33603360336033605,19.382884568956445,22.721945705216978,39.905827270513115
0.34003400340034,19.493122043553136,21.65624493588836,41.1995333916042
0.344034403440344,19.555293505304892,20.493170784158714,42.40048995595166
0.34803480348034804,19.56766026531216,19.242870700926687,43.49783242036189
0.35203520352035206,19.52898113175308,17.917058266713966,44.482215039433015
0.356035603560356,19.43854981168324,16.52873383178399,45.34607658265598
0.36003600360036003,19.296217317959588,15.091866637542333,46.083834693816954
0.36403640364036405,19.102401819600146,13.621033302740301,46.692020213641946
0.36803680368036806,18.85808216806908,12.13103686622179,47.16932857076151
0.372037203720372,18.56477791421368,10.63653510682935,47.51659638355332
0.37603760376037604,18.224514637197416,9.151672666827443,47.73670238740001
0.38003800380038005,17.83977759476861,7.689759166476738,47.83439972397108
0.384038403840384,17.413455846132834,6.262989456435063,47.81609783598282
0.38803880388038803,16.948776718291807,4.882217673372461,47.689593142043435
0.39203920392039204,16.44923832209498,3.5568023238325503,47.46378408347875
0.39603960396039606,15.918536756710244,2.294505552239248,47.14836643951914
0.4000400040004,15.360495499911416,1.1014627946337492,46.753534767048265
0.40404040404040403,14.778997390357105,-0.017799177255076737,46.28970403783732
0.40804080408040805,14.177918797597771,-1.0602879887754675,45.7672452456879
0.41204120412041206,13.56107424115185,-2.0244418086299074,45.19627116877876
0.416041604160416,12.932162406545537,-2.9099847478954097,44.5864402934206
0.42004200420042004,12.294726464662853,-3.7177780008635004,43.94681925532106
0.42404240424042405,11.65211572696641,-4.4496420682145015,43.28576650716347
0.42804280428042807,11.007461839006263,-5.108201436864346,42.61086735935013
0.43204320432043203,10.363656860514563,-5.696702909658961,41.92889143474347
0.43604360436043604,9.723342334737023,-6.218879767535913,41.2457830159621
0.44004400440044006,9.088903445131086,-6.678794685905982,40.566677168251864
0.4440444044404441,8.462467168497653,-7.080720530737883,39.89592990093718
0.44804480448044803,7.845906769247605,-7.429040863124817,39.237158115947615
0.45204520452045205,7.240851721204739,-7.7281365621069,38.593312593189815
0.45604560456045606,6.648695202572682,-7.982330175849181,37.96672329654472
0.46004600460046,6.070607679260509,-8.19582283458899,37.35916443283926
0.46404640464046404,5.507554457958367,-8.372640593961705,36.77193403473834
0.46804680468046805,4.960308445554027,-8.51660755458811,36.2059063933069
0.47204720472047207,4.429464831024543,-8.631324205744457,35.661587264781716
0.47604760476047603,3.915460798224488,-8.720150513888866,35.13918309020437
0.48004800480048004,3.4185899347816444,-8.786201476568422,34.63864785011185
0.48404840484048406,2.9390148738817956,-8.832346669030057,34.159721295459775
0.4880488048804881,2.4767853785354865,-8.861214771227937,33.701980368169615
0.49204920492049203,2.0318517311634756,-8.875202685147872,33.26487449990618
0.49604960496049605,1.6040746815165168,-8.87648334661059,32.84774959391807
0.5000500050005,1.1932401322078643,-8.867019550886257,32.44988138863475
