x0,x1,x2
0.09929277480131632,0.603167378499759,1.4174548057721226
-0.10556299863179558,0.6873065388910939,0.8421214883557553
0.0538674540763635,0.5826579432591008,1.1540613773681634
0.4579930856223964,0.2326718777714057,0.8519946319610521
0.17868390067916018,0.6275604154984458,1.1294739091053072
0.09610618221320744,0.6055897103878154,0.8347153549369494
0.33852254936848647,0.7073975698148027,1.2422997508696607
0.6252471882642194,0.34037961377341464,1.0374018586377522
0.3155475697702874,1.040440121245673,0.8885967687184588
0.1422486399241629,1.000276061993973,1.3302326002120546
0.010259521718075815,0.6963322403975511,0.7099606466373047
0.456302288520774,1.1750334079669824,0.8875181298617997
0.06352556186712383,0.6466875839368229,0.8402909684883773
0.2347566935435135,0.9674209519983231,1.0366680491085147
0.2764659252398103,1.1809417104106543,1.0140275623490966
0.15142421849706067,0.6624013835646109,0.8335478478966013
0.4501210826862494,1.2328216193302954,0.9585645561935203
0.5948915442100761,0.8880138368082964,0.8042637358729333
0.7682648035133759,0.8609893016247373,1.0957796675821372
0.5757000288091595,0.9425909320182845,0.7447742389093148
0.603167378499759,1.4174548057721226,0.8319506429172628
0.6873065388910939,0.8421214883557553,0.8092550919120495
0.5826579432591008,1.1540613773681634,0.7492531235857987
0.2326718777714057,0.8519946319610521,0.7851268400386865
0.6275604154984458,1.1294739091053072,1.0324109664862398
0.6055897103878154,0.8347153549369494,1.219602494023436
0.7073975698148027,1.2422997508696607,0.8380784423088012
0.34037961377341464,1.0374018586377522,0.8655219432401817
1.040440121245673,0.8885967687184588,0.6936892127416827
1.000276061993973,1.3302326002120546,1.0391024895852217
0.6963322403975511,0.7099606466373047,0.8049778142025283
1.1750334079669824,0.8875181298617997,1.0908928020359006
0.6466875839368229,0.8402909684883773,0.720135112070662
0.9674209519983231,1.0366680491085147,0.6611256658556416
1.1809417104106543,1.0140275623490966,0.7283408304121408
0.6624013835646109,0.8335478478966013,0.5411181998949961
1.2328216193302954,0.9585645561935203,0.9024782029006041
0.8880138368082964,0.8042637358729333,0.9159250338346228
0.8609893016247373,1.0957796675821372,0.6003898221082282
0.9425909320182845,0.7447742389093148,0.549796471428355
1.4174548057721226,0.8319506429172628,0.384468549103232
0.8421214883557553,0.8092550919120495,0.5489999080942999
1.1540613773681634,0.7492531235857987,0.6921043778558492
0.8519946319610521,0.7851268400386865,0.7073832554734246
1.1294739091053072,1.0324109664862398,0.589800231720861
0.8347153549369494,1.219602494023436,0.6991211360144552
1.2422997508696607,0.8380784423088012,0.5659075101443398
1.0374018586377522,0.8655219432401817,0.09020538990925286
0.8885967687184588,0.6936892127416827,0.2306593983979899
1.3302326002120546,1.0391024895852217,0.29765757255004066
0.7099606466373047,0.8049778142025283,0.6205706467704819
0.8875181298617997,1.0908928020359006,0.16169957903213564
0.8402909684883773,0.720135112070662,-0.19436703365970923
1.0366680491085147,0.6611256658556416,0.021631644999959038
1.0140275623490966,0.7283408304121408,0.1297599258093632
0.8335478478966013,0.5411181998949961,-0.24927835678609048
0.9585645561935203,0.9024782029006041,0.10962358659960916
